"Year","river_sec","prop_four_yr","prop_five_yr","prop_six_yr","prop_seven_yr"
1981,"above_pilot",0.121227775625296,0.335830212234707,0.501226914632571,0.0417150975074261
1981,"below_pilot",0.0331280936858626,0.27808764940239,0.647253410600024,0.0415308463117228
1981,"canada",0.073057595670661,0.27908774642443,0.602959854216136,0.0448948036887735
1982,"above_pilot",0.141507426479976,0.180661361024812,0.50793718347023,0.169894029024982
1982,"below_pilot",0.00643197791164659,0.0779838102409639,0.687845130522088,0.227739081325301
1982,"canada",0.0431775918177592,0.168991166899117,0.52882380288238,0.259007438400744
1983,"above_pilot",0.0807560797571939,0.294440816012909,0.564716277997618,0.0600868262322794
1983,"below_pilot",0.00611569083350948,0.10092299020644,0.74140773620799,0.151553582752061
1983,"canada",0.0111333896158717,0.10806247361756,0.712325875897003,0.168478260869565
1984,"above_pilot",0.048628716294077,0.240516247983406,0.575109472228624,0.135745563493893
1984,"below_pilot",0,0.000998263888888889,0.715972222222222,0.283029513888889
1984,"canada",0.0974099434355463,0.250014885382554,0.509735040190533,0.142840130991366
1985,"above_pilot",0.0363319834992242,0.13495818037316,0.653180940846989,0.175528895280627
1985,"below_pilot",0.000438079191238416,0.0632687447346251,0.737135636057287,0.199157540016849
1985,"canada",0.00196880990622248,0.102999844567639,0.659033210714471,0.235998134811668
1986,"above_pilot",0.187193959555938,0.120621986319291,0.420027660449295,0.272156393675476
1986,"below_pilot",0.0084274421230943,0.287761151891587,0.434909655561829,0.26890175042349
1986,"canada",0,0.153849931251228,0.461598900019642,0.38455116872913
1987,"above_pilot",0.0742636083950166,0.121630265923421,0.663742422857839,0.140363702823723
1987,"below_pilot",0.0297468124082544,0.0746945856434022,0.694088245641704,0.20147035630664
1987,"canada",0.048881571477234,0.126092880663109,0.593164528216192,0.231861019643465
1988,"above_pilot",0.149580587177951,0.22893948472139,0.209496704613541,0.411983223487118
1988,"below_pilot",0.105443835456124,0.29940119760479,0.174432893171312,0.420722073767774
1988,"canada",0.0618378681103281,0.182573388715172,0.381994679609838,0.373594063564661
1989,"above_pilot",0.187643954634246,0.291028892970641,0.429079565001895,0.0922475873932185
1989,"below_pilot",0.0663822168041296,0.249490466485076,0.511952608621117,0.172174708089678
1989,"canada",0.00980829246544806,0.10248551047704,0.661836825679893,0.225869371377619
1990,"above_pilot",0.302140159462862,0.298643166876486,0.337844453769758,0.0613722198908938
1990,"below_pilot",0.148941441441441,0.261734234234234,0.486846846846847,0.102477477477477
1990,"canada",0.242471524418786,0.335205700317262,0.354553492484527,0.0677692827794248
1991,"above_pilot",0.0462254738942468,0.49837878284004,0.389341536415032,0.0660542068506817
1991,"below_pilot",0.00150724013565161,0.329628034666523,0.53778866340098,0.131076061796846
1991,"canada",0.0530887562478769,0.509681176299316,0.377153394477605,0.0600766729752026
1992,"above_pilot",0.123415811707906,0.325475256487628,0.538473144236572,0.0126357875678938
1992,"below_pilot",0.00425447709508262,0.124058290576545,0.832591273374889,0.0390959589534834
1992,"canada",0.150421717030665,0.341898005920795,0.504273026867005,0.00340725018153382
1993,"above_pilot",0.24856259762704,0.310379208348566,0.375253414869221,0.065804779155173
1993,"below_pilot",0.00829126133891557,0.222222222222222,0.602450437138284,0.167036079300579
1993,"canada",0.306543856480645,0.306182650051171,0.333453735476491,0.0538197579916923
1994,"above_pilot",0.102757134124763,0.567319756780234,0.297493806904095,0.0324293021909082
1994,"below_pilot",0.00470712106901197,0.433813851942462,0.501076134586501,0.0604028924020253
1994,"canada",0.134084268074277,0.574229427844283,0.26067489867094,0.0310114054105005
1995,"above_pilot",0.109740234144034,0.226812251172691,0.627537545823643,0.0359099688596318
1995,"below_pilot",0.00916584060942656,0.10488437461809,0.840663742650354,0.0452860421221297
1995,"canada",0.140039258869153,0.264949490113468,0.572174079571025,0.0228371714463542
1996,"above_pilot",0.0315487224221277,0.612619488968851,0.261876203976302,0.0939555846327191
1996,"below_pilot",0.00211778121690967,0.486666123645842,0.316868941923923,0.194347153213326
1996,"canada",0.0700488003253355,0.470465636437576,0.379778365189101,0.079707198047987
1997,"above_pilot",0.078731165741475,0.196764472640761,0.685900079302141,0.0386042823156225
1997,"below_pilot",0.0126985174068638,0.155911407226611,0.808582218777314,0.0228078565892112
1997,"canada",0.101161665053243,0.176730396902227,0.672616166505324,0.0494917715392062
1998,"above_pilot",0.0109869818114671,0.412842766134244,0.439571600036931,0.136598652017358
1998,"below_pilot",0.00177971129127941,0.309116076725331,0.548111528574253,0.140992683409136
1998,"canada",0.0333501768569985,0.494862725282129,0.366683510190332,0.105103587670541
1999,"above_pilot",0.0528277591406594,0.272610213140863,0.656399308732337,0.0181627189861408
1999,"below_pilot",0.00216581202025671,0.127209606013313,0.847023600980985,0.0236009809854445
1999,"canada",8.02890405459655e-05,0.193898032918507,0.793416298675231,0.0126053793657166
2000,"above_pilot",0.0066058734831622,0.382853450132836,0.463057370575142,0.14748330580886
2000,"below_pilot",0.00146056475170399,0.276411879259981,0.593841285296982,0.128286270691334
2000,"canada",0.00532896085263374,0.244517319122771,0.624103299856528,0.126050420168067
2001,"above_pilot",0.180687557703796,0.375224026503014,0.418508662358117,0.025579753435073
2001,"below_pilot",0.0012214983713355,0.182206840390879,0.695846905537459,0.120724755700326
2001,"canada",0.00287242472266244,0.317551505546751,0.626386687797147,0.053189381933439
2002,"above_pilot",0.0683414370610481,0.32539168017288,0.529875742841707,0.0763911399243652
2002,"below_pilot",0.0114305507447177,0.293730516106685,0.574818150329061,0.120020782819536
2002,"canada",0.105584735770179,0.378818737270876,0.38975238503591,0.125844141923036
2003,"above_pilot",0.0396586023230443,0.304819354424694,0.562696528267984,0.0928255149842777
2003,"below_pilot",0.00170286707211121,0.194335360556038,0.715864465682016,0.0880973066898349
2003,"canada",0.00436635824929826,0.268427071421146,0.62490903420314,0.102297536126416
2004,"above_pilot",0.0505715275372359,0.208261170765501,0.690595774160028,0.0505715275372359
2004,"below_pilot",0.0441481741367716,0.16688594567728,0.738180861327954,0.0507850188579949
2004,"canada",0.02517252195734,0.26388017565872,0.635508155583438,0.0754391468005019
2005,"above_pilot",0.0420797170005347,0.406153593023734,0.519188844555962,0.0325778454197688
2005,"below_pilot",0.00373684728095191,0.289458157144262,0.663634575671157,0.0431704199036287
2005,"canada",0.0101128668171558,0.315214446952596,0.639187358916479,0.0354853273137698
2006,"above_pilot",0.066853390881124,0.624959823683365,0.297717985215115,0.0104688002203958
