# Annual estimates of Total Canadian Harvest By Area,,,,,,,,,,
# Type = CA_Mainstem or CA_Porcupine,,,,,,,,,,
# All data from Table B7 of the JTC Annual  Report; as provided in CDN_Harvest_JTC_B7.csv,,,,,,,,,,
Type,Year,Estimate,SE,p10,p90,Variance,CV,Other,Use,UseNotes
CA_Porcupine,1982,400,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1983,200,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1984,500,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1985,150,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1986,300,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1987,51,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1988,100,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1989,525,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1990,247,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1991,163,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1992,100,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1993,142,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1994,428,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1995,796,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1996,66,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1997,811,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1998,99,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,1999,114,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2000,50,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2001,370,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2002,188,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2003,173,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2004,292,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2005,394,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2006,314,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2007,300,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2008,314,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2009,461,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2010,250,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2011,290,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2012,200,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2013,242,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2014,3,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2015,204,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2016,177,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2017,131,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2018,308,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2019,340,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2020,180,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2021,16,NA,NA,NA,NA,NA,NA,TRUE,TBI
CA_Porcupine,2022,12,NA,NA,NA,NA,NA,NA,TRUE,TBI
